MonsterName,MonsterImage,MonsterAI,MonsterEffect,MonsterLevel,MonsterLight,MonsterAttackSpeed,MonsterMoveSpeed,MonsterViewRange,MonsterCoolEye,MonsterExperience,MonsterCanPush,MonsterAutoRev,MonsterUndead,MonsterCanTame,MonsterDropPath,StatMinAC,StatMaxAC,StatMinMAC,StatMaxMAC,StatMinDC,StatMaxDC,StatMinMC,StatMaxMC,StatMinSC,StatMaxSC,Stat准确,Stat敏捷,StatHP,StatMP,Stat攻击速度,Stat幸运,Stat背包负重,Stat腕力负重,Stat装备负重,Stat反弹伤害,Stat强度,Stat神圣,Stat冰冻伤害,Stat毒素伤害,Stat魔法躲避,Stat毒物躲避,Stat生命恢复,Stat法力恢复,Stat中毒恢复,Stat暴击倍率,Stat暴击伤害,Stat最大防御数率,Stat最大魔御数率,Stat最大物理攻击数率,Stat最大魔法攻击数率,Stat最大道术攻击数率,Stat攻击速度数率,Stat生命值数率,Stat法力值数率,Stat吸血数率,Stat经验增长数率,Stat物品掉落数率,Stat金币收益数率,Stat采矿出矿数率,Stat宝石成功数率,Stat钓鱼成功数率,Stat大师概率数率,Stat技能熟练度倍率,Stat攻击增伤,Stat伴侣专享经验数率,Stat师徒专享伤害数率,Stat师徒专享经验数率,Stat伤害降低数率,Stat气功盾恢复数率,Stat气功盾恢复生命值,Stat法力值消耗数率,Stat传送技法力消耗数率,StatHero,
黑锷蜘蛛,GreatSpider,0,0,45,1,1200,1200,4,0,600,True,True,False,False,,2,7,5,10,12,27,0,0,0,0,16,15,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑锷蜘蛛0,GreatSpider,0,0,45,1,1200,1000,5,0,600,True,True,False,False,,2,7,5,10,12,27,0,0,0,0,16,15,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
天狼蜘蛛,VenomSpider,119,0,40,1,1800,1200,4,0,520,True,True,False,True,,4,6,4,9,10,22,0,0,0,0,17,16,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
天狼蜘蛛0,VenomSpider,119,0,40,1,1800,1200,5,0,520,True,True,False,True,,4,6,4,9,10,22,0,0,0,0,17,16,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
钳虫,Tongs,0,0,31,1,1800,1500,7,0,340,True,True,False,True,,5,5,7,7,15,25,0,0,0,0,13,15,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
钳虫0,Tongs,0,0,31,1,1800,1500,7,0,340,True,True,False,True,,5,5,7,7,15,25,0,0,0,0,13,15,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
邪恶钳虫,EvilTongs,0,0,60,1,1800,700,7,0,3600,True,True,False,False,,20,20,10,10,22,50,0,0,0,0,17,15,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
邪恶钳虫0,EvilTongs,0,0,60,1,2500,600,7,0,115,False,True,False,False,,20,20,20,20,0,50,0,0,0,0,20,17,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
邪恶钳虫1,EvilTongs,0,0,60,1,1800,700,7,0,3600,True,True,False,False,,20,20,10,10,22,50,0,0,0,0,17,15,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
邪恶钳虫10,EvilTongs,0,0,60,1,2500,600,7,0,115,False,True,False,False,,20,20,20,20,0,50,0,0,0,0,20,17,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑龙钳虫,EvilTongs,0,0,60,1,1800,700,7,0,3600,True,True,False,False,,20,20,10,10,22,50,0,0,0,0,17,15,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑龙钳虫0,EvilTongs,0,0,60,1,2500,600,7,0,115,False,True,False,False,,20,20,20,20,0,50,0,0,0,0,20,17,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
蝎蛇,SnakeScorpion,0,0,35,1,2000,600,9,0,550,True,True,False,False,,1,5,2,3,22,28,0,0,0,0,13,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
蝎蛇0,SnakeScorpion,0,0,35,1,2000,600,9,0,550,True,True,False,False,,1,5,2,3,22,28,0,0,0,0,13,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
赤月恶魔,RedMoonEvil,131,0,60,1,2000,0,14,100,6000,False,True,False,False,,10,20,10,30,25,60,25,60,25,60,25,25,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
赤月恶魔1,RedMoonEvil,131,0,60,1,2000,0,14,100,6000,False,True,False,False,,5,20,5,30,20,60,20,60,20,60,25,25,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
幻影蜘蛛,RootSpider,132,0,53,1,2500,0,7,0,540,False,True,False,False,,0,0,10,10,10,35,0,0,0,0,1,1,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
炸弹蜘蛛,BombSpider,133,0,52,1,0,800,7,0,7,True,True,False,False,,0,0,0,0,20,40,0,0,0,0,30,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
触龙神1,EvilCentipede1,131,0,255,1,1800,5000,7,100,6000,False,True,False,False,,0,0,255,255,10,20,0,0,5,15,50,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
触龙神10,EvilCentipede1,131,0,255,1,1800,5000,7,100,30000,False,True,False,False,,0,0,255,255,10,20,0,0,5,15,50,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
可怕的利奇,GhastlyLeecher,0,0,61,1,1500,2000,6,0,5000,True,True,True,False,,16,16,16,16,24,40,0,0,0,0,10,10,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
可怕的利奇0,GhastlyLeecher,0,0,61,1,1500,2000,6,0,5000,True,True,True,False,,16,16,16,16,24,40,0,0,0,0,10,10,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
变异的利奇,CyanoGhast,191,1,63,1,1600,1800,6,0,5100,True,True,True,False,,18,18,18,18,26,45,0,0,0,0,10,10,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
变异的利奇0,CyanoGhast,191,0,63,1,1600,1800,6,0,5100,True,True,True,False,,18,18,18,18,26,45,0,0,0,0,10,10,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
变异破坏者,MutatedManworm,137,0,64,1,1800,1800,7,0,5300,True,True,False,False,,18,18,18,18,28,55,0,0,0,0,15,15,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
变异破坏者0,MutatedManworm,137,0,64,1,1800,1800,7,0,5300,True,True,False,False,,18,18,18,18,28,55,0,0,0,0,15,15,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
疯狂破坏者,CrazyManworm,138,0,65,1,1800,1800,7,0,5500,True,True,False,False,,19,19,19,19,36,60,0,0,0,0,10,10,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
疯狂破坏者0,CrazyManworm,138,0,65,1,1800,1800,7,0,5500,True,True,False,False,,19,19,19,19,36,60,0,0,0,0,10,10,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
噬夢者,DreamDevourer,139,1,68,1,2000,1600,8,1,7000,True,True,False,False,,28,28,31,31,15,65,0,0,0,0,15,15,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
噬夢者0,DreamDevourer,139,0,68,1,2000,1600,8,1,7000,True,True,False,False,,28,28,31,31,15,65,0,0,0,0,15,15,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
触龙神,EvilCentipede,140,0,255,1,1800,5000,7,100,6000,False,True,False,False,,10,20,255,255,10,20,0,0,5,15,50,15,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
触龙神0,EvilCentipede,140,0,255,1,1800,5000,7,100,12000,False,True,False,False,,10,20,255,255,10,20,0,0,5,15,50,15,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
栗子树,ChestnutTree,971,0,255,1,0,5000,0,0,36,False,True,False,False,,0,0,255,255,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
栗子树0,ChestnutTree,971,0,255,1,0,5000,0,0,36,False,True,False,False,,0,0,255,255,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
圣诞树,ChristmasTree,971,0,255,1,0,5000,0,0,36,False,True,False,False,,0,0,255,255,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
圣诞树0,ChristmasTree,971,0,255,1,0,5000,0,0,36,False,True,False,False,,0,0,255,255,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
乌木树,EbonyTree,971,0,255,1,0,5000,0,0,38,False,True,False,False,,0,0,255,255,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
乌木树0,EbonyTree,971,0,255,1,0,5000,0,0,38,False,True,False,False,,0,0,255,255,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
巨型蘑菇,LargeMushroom,971,0,255,1,0,5000,0,0,38,False,True,False,False,,0,0,255,255,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
巨型蘑菇0,LargeMushroom,971,0,255,1,0,5000,0,0,38,False,True,False,False,,0,0,255,255,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
宝藏盒,Treasurebox,971,0,255,2,0,5000,0,0,10,False,True,False,False,,0,0,255,255,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
隐藏的盒子,Treasurebox,971,0,255,1,0,5000,0,0,100,False,True,False,False,,0,0,255,255,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
樱花树,SnowTree,971,0,255,1,0,5000,0,0,4400,False,True,False,False,,0,0,255,255,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
樱花树0,SnowTree,971,0,255,1,0,5000,0,0,4400,False,True,False,False,,0,0,255,255,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
雪人,Snowman,971,0,255,1,0,5000,0,0,4400,False,True,False,False,,0,0,255,255,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
雪人0,Snowman,971,0,255,1,0,5000,0,0,4400,False,True,False,False,,0,0,255,255,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
樱桃树,CherryTree,971,0,255,1,0,5000,0,0,38,False,True,False,False,,0,0,255,255,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
樱桃树0,CherryTree,971,0,255,1,0,5000,0,0,38,False,True,False,False,,0,0,255,255,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
骷髅精灵,BoneElite,0,0,50,1,2000,1200,7,0,960,True,True,True,False,,0,5,0,4,7,24,0,0,0,0,14,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
骷髅精灵0,BoneElite,0,0,50,1,2000,1200,7,0,960,True,True,True,False,,0,5,0,4,7,24,0,0,0,0,14,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
骷髅精灵11,BoneElite,0,0,50,1,2000,1200,7,0,960,True,True,False,False,,5,5,4,4,7,24,0,0,0,0,14,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
骷髅精灵10,BoneElite,0,0,50,1,2000,600,7,0,100,True,True,False,False,,0,0,100,100,0,60,0,0,0,0,20,17,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代骷髅精灵,BoneElite,0,0,50,1,1800,1200,7,0,2000,True,True,True,False,,0,5,0,4,22,44,0,0,0,0,14,15,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代骷髅精灵0,BoneElite,0,0,50,1,1800,1200,7,0,2000,True,True,True,False,,0,5,0,4,22,44,0,0,0,0,14,15,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
沃玛护卫,WoomaGuardian,0,0,50,1,1500,800,7,0,2400,True,True,False,False,,8,8,8,8,22,42,0,0,0,0,17,20,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
沃玛护卫0,WoomaGuardian,0,0,50,1,2500,600,7,0,1000,True,True,False,False,,20,20,20,20,0,50,0,0,0,0,20,17,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
沃玛护卫11,WoomaGuardian,0,0,50,1,1500,800,7,0,2400,True,True,False,False,,8,8,8,8,22,42,0,0,0,0,17,20,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
沃玛护卫10,WoomaGuardian,0,0,50,1,2500,600,7,0,1000,True,True,False,False,,20,20,20,20,0,50,0,0,0,0,20,17,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代沃玛护卫,WoomaGuardian,0,0,50,1,1500,800,7,0,2400,True,True,False,False,,8,8,8,8,22,42,0,0,0,0,17,20,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
古代沃玛护卫0,WoomaGuardian,0,0,50,1,2500,600,7,0,1000,True,True,False,False,,20,20,20,20,0,50,0,0,0,0,20,17,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑龙护卫,WoomaGuardian,0,0,50,1,1500,800,7,0,2400,True,True,False,False,,8,8,8,8,22,42,0,0,0,0,17,20,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑龙护卫0,WoomaGuardian,0,0,50,1,2500,600,7,0,1000,True,True,False,False,,20,20,20,20,0,50,0,0,0,0,20,17,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
尸王,Ghoul,0,0,50,1,2800,1500,7,0,1200,True,True,False,False,,3,3,3,3,18,38,0,0,0,0,15,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
尸王0,Ghoul,0,0,50,1,2000,600,7,0,1200,True,True,False,False,,100,100,0,0,0,60,0,0,0,0,20,17,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
尸王1,Ghoul,0,0,50,1,2800,1500,7,0,1200,True,True,False,False,,3,3,3,3,18,38,0,0,0,0,15,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
尸王10,Ghoul,0,0,50,1,2000,600,7,0,1200,True,True,False,False,,100,100,0,0,0,60,0,0,0,0,20,17,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑龙尸王,Ghoul,0,0,50,1,2800,1500,7,0,1200,True,True,False,False,,3,3,3,3,18,38,0,0,0,0,15,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑龙尸王0,Ghoul,0,0,50,1,2000,600,7,0,1200,True,True,False,False,,100,100,0,0,0,60,0,0,0,0,20,17,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
鸡,Hen,160,0,2,1,3000,1400,7,0,9,True,True,False,True,,0,0,0,0,1,1,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
鸡0,Hen,160,0,2,1,3000,1400,7,0,9,True,True,False,True,,0,0,0,0,1,1,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
鹿,Deer,161,0,12,1,3000,1400,7,0,18,True,True,False,True,,0,0,0,0,2,4,0,0,0,0,4,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
鹿0,Deer,161,0,12,1,3000,1400,7,0,18,True,True,False,True,,0,0,0,0,2,4,0,0,0,0,4,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
鹿1,Deer,161,0,12,1,3000,1400,7,0,18,True,True,False,True,,0,0,0,0,2,4,0,0,0,0,4,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
鹿10,Deer,161,0,12,1,3000,1400,7,0,18,True,True,False,True,,0,0,0,0,2,4,0,0,0,0,4,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
蛤蟆,Yob,0,0,12,1,2500,1500,7,0,20,True,True,False,True,,0,0,0,0,0,5,0,0,0,0,6,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
蛤蟆0,Yob,0,0,12,1,2500,1500,7,0,20,True,True,False,True,,0,0,0,0,0,5,0,0,0,0,6,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
毒蜘蛛,SpittingSpider,163,0,16,1,2500,900,7,0,108,True,True,False,True,,0,2,1,1,6,9,0,0,2,4,8,8,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
毒蜘蛛0,SpittingSpider,163,0,16,1,2500,900,7,0,108,True,True,False,True,,0,2,1,1,6,9,0,0,2,4,8,8,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
邪恶毒蛇,EvilSnake,0,0,50,1,1800,600,7,0,4800,True,True,False,False,,20,20,30,30,30,85,0,0,0,0,20,25,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
邪恶毒蛇0,EvilSnake,0,0,50,1,1800,600,7,0,4800,True,True,False,False,,20,20,30,30,30,85,0,0,0,0,20,25,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
邪恶毒蛇1,EvilSnake,0,0,50,1,3000,600,7,0,115,False,True,False,False,,0,0,0,0,0,30,0,0,0,0,20,17,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
邪恶毒蛇10,EvilSnake,0,0,50,1,3000,600,7,0,115,False,True,False,False,,0,0,0,0,0,30,0,0,0,0,20,17,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
